lld,label,entropy,length,numbchars
9878012807fe29a44a6f6c6c6973696f6e7320300a0a6c6f3a20666c6167.733d37333c55502c4c4f4f504241434b2c52554e4e494e473e20206d7475.2036353533360a2020202020202020696e6574203132372e302e302e3120.206e65746d61736b203235352e302e,1,3.6723021354021896,213,0.8215962441314554
99a1012807fc49a44a656e703073333a20666c6167733d343136333c5550.2c42524f4144434153542c52554e4e494e472c4d554c5449434153543e20.206d747520313530300a2020202020202020696e6574203139322e313638.2e312e31303220206e65746d61736b,1,3.621641329946596,213,0.863849765258216
9a4c013d4ddeacbfa0,1,3.3082708345352603,18,0.3888888888888889
9c01012807051aa46a3a3a3a3a3a313a0a746573743a2436245a78433074.4c7568566264356c62444d2443424f70373453764e696d4f344151707455.776d71477341475330636245785a50744a414758664261556a75376a762e.44426730456872435339644b41794f,1,3.538582477225688,213,0.8685446009389671
9e3501280705cfa483,1,3.5724312513221186,18,0.7777777777777778
a04301280705cfa46a,1,3.350209029099897,18,0.7222222222222222
a125013d4ddeacbfa0,1,3.4193819456463714,18,0.4444444444444444
a189012807ffbea44a,1,3.350209029099897,18,0.6111111111111112
a3af013d4ddeacbfa0,1,3.1279868068776757,18,0.3333333333333333
a494013d4ddea2bf92,1,3.3082708345352603,18,0.5555555555555556
a4b101280706bba483,1,3.1971597234241487,18,0.7222222222222222
a4f1012807fc49a441,1,3.1279868068776753,18,0.7222222222222222
a65b013d4dde9abf81,1,3.5724312513221195,18,0.5
a79e013d4dde9abf81,1,3.4613201402110083,18,0.5
a809013d4ddeacbfa0,1,3.3774437510817337,18,0.4444444444444444
a8b701280705cfa46a,1,3.4193819456463714,18,0.6666666666666666
a9d7012807025ea45a3a36383a36383a3a2f3a2f7573722f62696e2f6e6f.6c6f67696e0a706f6c6b6974643a783a3130323a3130323a506f6c696379.4b6974206461656d6f6e3a2f3a2f7573722f62696e2f6e6f6c6f67696e0a.746573743a783a313030303a313030,1,3.63224231385316,213,0.7652582159624414
app,0,0.9182958340544896,3,0.0
apps,0,1.5,4,0.0
artists,0,2.235926350629033,7,0.0
b029013d4ddeacbfa0,1,3.4193819456463714,18,0.4444444444444444
b077012807039aa46a566432314d443953684f563336642e3a3138313937.3a3a3a3a3a3a0a62696e3a21213a31383139373a3a3a3a3a313a0a646165.6d6f6e3a21213a31383139373a3a3a3a3a313a0a6d61696c3a21213a3138.3139373a3a3a3a3a313a0a6674703a,1,3.2481970535444757,213,0.7699530516431925
b4d6013d4dde9abf81,1,3.3921472236645345,18,0.5
b845013d4dde9abf81,1,3.4613201402110083,18,0.5555555555555556
b99c013d4ddeacbfa0,1,3.350209029099897,18,0.3888888888888889
ba90012807033aa45a,1,3.169925001442312,18,0.7222222222222222
baf3013d4ddeacbfa0,1,3.197159723424149,18,0.3333333333333333
be2401280708b9a483,1,3.3082708345352594,18,0.7777777777777778
bf2801280705cfa46a,1,3.4613201402110083,18,0.6666666666666666
c0a101280705cfa46a,1,3.2390979179887864,18,0.6666666666666666
c150013d4dde9abf81,1,3.5304930567574817,18,0.5555555555555556
c50b012807033aa45a,1,3.2390979179887864,18,0.7222222222222222
c715013d4ddeacbfa0,1,3.4613201402110083,18,0.4444444444444444
c89b01280705cfa46a,1,3.5724312513221186,18,0.6666666666666666
c9f0013d4ddeacbfa0,1,3.3082708345352594,18,0.3888888888888889
cdca013d4dde9abf81,1,3.3921472236645345,18,0.3888888888888889
ce34013d4ddeacbfa0,1,3.239097917988786,18,0.3888888888888889
ce6101280700dea45a616765204275733a2f3a2f7573722f62696e2f6e6f.6c6f67696e0a73797374656d642d6a6f75726e616c2d72656d6f74653a78.3a3938323a3938323a73797374656d64204a6f75726e616c2052656d6f74.653a2f3a2f7573722f62696e2f6e6f,1,3.6223502022540988,213,0.7746478873239436
d05c013d4ddeacbfa0,1,3.239097917988786,18,0.3888888888888889
d47e013d4ddeacbfa0,1,3.2810361125534238,18,0.3888888888888889
d55d01280705cfa46a,1,3.4193819456463714,18,0.6666666666666666
d669012807ffbea44a,1,3.614369445886756,18,0.6111111111111112
d6b4013d4ddeacbfa0,1,3.2810361125534238,18,0.3888888888888889
d796013d4ddeacbfa0,1,3.5032583347756456,18,0.4444444444444444
d97b013d4ddeacbfa0,1,3.3921472236645336,18,0.3888888888888889
dc,0,1.0,2,0.0
dca2012807076da483,1,3.350209029099897,18,0.7222222222222222
df5e013d4ddea2bf92,1,3.3921472236645345,18,0.4444444444444444
dka575ofm4ao0,1,3.2389012566026314,13,0.38461538461538464
e1b7013d4ddeacbfa0,1,3.350209029099897,18,0.3888888888888889
e3ab012807ffbea44a,1,3.350209029099897,18,0.5
e44f012807001ea45a783a383a31323a3a2f7661722f73706f6f6c2f6d61.696c3a2f7573722f62696e2f6e6f6c6f67696e0a6674703a783a31343a31.313a3a2f7372762f6674703a2f7573722f62696e2f6e6f6c6f67696e0a68.7474703a783a33333a33333a3a2f73,1,3.5212805770976803,213,0.7558685446009391
e5b4013d4ddeacbfa0,1,3.350209029099897,18,0.3888888888888889
e6c001280703faa46a21213a31383139373a3a3a3a3a313a0a687474703a.21213a31383139373a3a3a3a3a313a0a6e6f626f64793a21213a31383139.373a3a3a3a3a313a0a646275733a21213a31383139373a3a3a3a3a313a0a.73797374656d642d6a6f75726e616c,1,3.277290001899187,213,0.7652582159624414
e930013d4ddeacbfa0,1,3.3082708345352594,18,0.4444444444444444
ea04012807033aa45a,1,3.058813890331201,18,0.7222222222222222
ed8101280708b9a483,1,3.350209029099897,18,0.7777777777777778
ef44013d4ddeacbfa0,1,3.197159723424149,18,0.3888888888888889
f1cd01280705cfa48350494e47207777772e676f6f676c652e636f6d2028.3137322e3231372e372e3139362920353628383429206279746573206f66.20646174612e0a36342062797465732066726f6d2069616433307331302d.696e2d663139362e31653130302e6e,1,3.564201188399096,213,0.8685446009389671
f3ba002807fc490001736820284c696e7578426f742900,1,3.5831623698356787,46,0.8260869565217391
f46f012807fc49a441,1,3.239097917988786,18,0.7222222222222222
f501013d4ddeacbfa0,1,3.3082708345352594,18,0.4444444444444444
faab013d4ddeacbfa0,1,3.1279868068776757,18,0.2777777777777778
fb2b013d4ddeacbfa0,1,3.3082708345352603,18,0.3333333333333333
fdf101280705cfa46a,1,3.4193819456463714,18,0.6111111111111112
feba013d4ddeacbfa0,1,3.197159723424149,18,0.2777777777777778
ff6e012807fc49a441,1,3.4193819456463714,18,0.6666666666666666
help,0,2.0,4,0.0
instapagehttp,0,3.0269868333592878,13,0.0
itunes,0,2.5849625007211556,6,0.0
lists,0,1.9219280948873625,5,0.0
nola,0,2.0,4,0.0
open,0,2.0,4,0.0
r12a,0,2.0,4,0.5
status,0,1.9182958340544891,6,0.0
tools,0,1.9219280948873625,5,0.0
www,0,-0.0,3,0.0
xml2rfc,0,2.807354922057604,7,0.14285714285714285
xml2rfc.tools,0,3.3927474104487847,13,0.15384615384615385
dverteren,0,2.4193819456463714,9,0.0
adverteren,0,2.6464393446710157,10,0.0
blocklists.settings.services,0,3.5296964395284127,28,0.07142857142857142
gdb,0,1.584962500721156,3,0.0
link,0,2.0,4,0.0
lld,0,0.9182958340544896,3,0.0
ocsp,0,2.0,4,0.0
paaagf3q,1,2.4056390622295662,8,0.125
paaagf4a,1,2.0,8,0.125
paaagf4i,1,2.4056390622295662,8,0.125
paaagf4q,1,2.4056390622295662,8,0.125
paaagf4y,1,2.4056390622295662,8,0.125
paaagf5i,1,2.4056390622295662,8,0.125
paaagf5q,1,2.4056390622295662,8,0.125
paaagf5y,1,2.4056390622295662,8,0.125
paaaggay,1,1.75,8,0.0
paaaggba,1,1.75,8,0.0
paaaggbi,1,2.1556390622295662,8,0.0
paaaggbq,1,2.1556390622295662,8,0.0
paaaggci,1,2.1556390622295662,8,0.0
paaaggcq,1,2.1556390622295662,8,0.0
paaaggcy,1,2.1556390622295662,8,0.0
paaaggda,1,1.75,8,0.0
paaaggdi,1,2.1556390622295662,8,0.0
paaaggdq,1,2.1556390622295662,8,0.0
scifi.meta,0,3.1219280948873616,10,0.1
speed,0,1.9219280948873625,5,0.0
www,0,-0.0,3,0.0
